id,nome,cpf,email,telefone,data_nascimento,created_on,updated_on
9,L**** Gabriel Vieira,568.***.***-**,m************@example.org,8952,1963-03-10,2025-10-15 15:37:17.265999,2025-10-15 15:37:17.265999
22,A** Lívia Caldeira,518.***.***-**,g***************@example.org,5720,1963-02-27,2025-10-15 15:37:17.266015,2025-10-15 15:37:17.266016
44,K***** Sales,794.***.***-**,p*******@example.org,0256,1963-01-29,2025-10-15 15:37:17.266047,2025-10-15 15:37:17.266048
71,S**** Emilly Freitas,835.***.***-**,r******@example.net,7723,1963-10-28,2025-10-15 15:37:17.266083,2025-10-15 15:37:17.266084
260,S** Rael Montenegro,657.***.***-**,c********@example.net,2006,1963-09-25,2025-10-15 15:37:17.266347,2025-10-15 15:37:17.266347
306,F******* Cardoso,859.***.***-**,h*****************@example.net,7899,1963-01-21,2025-10-15 15:37:17.266414,2025-10-15 15:37:17.266414
337,P***** Duarte,751.***.***-**,p************@example.org,3849,1963-03-12,2025-10-15 15:37:17.266455,2025-10-15 15:37:17.266456
463,Í*** Vieira,150.***.***-**,g*********@example.org,2272,1963-03-08,2025-10-15 15:37:17.266612,2025-10-15 15:37:17.266613
472,V**** Gabriel Fernandes,538.***.***-**,g**********@example.com,7287,1963-03-28,2025-10-15 15:37:17.266627,2025-10-15 15:37:17.266627
521,C******* Garcia,451.***.***-**,a********************@example.com,6255,1963-12-20,2025-10-15 15:37:17.266690,2025-10-15 15:37:17.266690
582,E**** da Cunha,247.***.***-**,h*********@example.org,9186,1963-01-13,2025-10-15 15:37:17.266767,2025-10-15 15:37:17.266767
689,H**** Mendes,458.***.***-**,s*********@example.com,8406,1963-06-10,2025-10-15 15:37:17.266902,2025-10-15 15:37:17.266903
847,M**** Júlia Lopes,047.***.***-**,m******@example.com,1129,1963-07-09,2025-10-15 15:37:17.267102,2025-10-15 15:37:17.267102
1075,B******* Mendonça,324.***.***-**,g*********@example.com,2502,1963-07-17,2025-10-15 15:37:17.267398,2025-10-15 15:37:17.267398
1112,A***** Garcia,539.***.***-**,g**********@example.com,4227,1963-08-16,2025-10-15 15:37:17.267447,2025-10-15 15:37:17.267448
1167,N****** Siqueira,782.***.***-**,v*********@example.org,4922,1963-05-17,2025-10-15 15:37:17.267517,2025-10-15 15:37:17.267518
1180,B***** da Paz,754.***.***-**,w********@example.org,6434,1963-04-21,2025-10-15 15:37:17.267533,2025-10-15 15:37:17.267534
1200,M***** Vinicius Vargas,867.***.***-**,m***********@example.net,5679,1963-12-17,2025-10-15 15:37:17.267560,2025-10-15 15:37:17.267561
