id,nome,cpf,email,telefone,data_nascimento,created_on,updated_on
138,D*** Lavínia da Cunha,013.***.***-**,q*****@example.org,9858,1986-05-05,2025-10-15 15:37:17.266176,2025-10-15 15:37:17.266177
259,D** Marcos Vinicius Moura,129.***.***-**,c************@example.org,5828,1986-08-30,2025-10-15 15:37:17.266345,2025-10-15 15:37:17.266346
339,L*** Rodrigues,912.***.***-**,a*******@example.org,6169,1986-06-09,2025-10-15 15:37:17.266458,2025-10-15 15:37:17.266458
392,L**** Fogaça,542.***.***-**,l**********@example.org,1317,1986-03-24,2025-10-15 15:37:17.266524,2025-10-15 15:37:17.266525
399,V**** Gabriel da Cunha,710.***.***-**,s*****@example.org,1168,1986-05-07,2025-10-15 15:37:17.266533,2025-10-15 15:37:17.266533
403,L*** Vasconcelos,024.***.***-**,g*********@example.org,1598,1986-06-20,2025-10-15 15:37:17.266538,2025-10-15 15:37:17.266538
423,D****** Costa,529.***.***-**,n*******@example.org,9186,1986-11-01,2025-10-15 15:37:17.266564,2025-10-15 15:37:17.266564
444,M**** Vitória Aragão,184.***.***-**,f*******@example.com,4586,1986-02-12,2025-10-15 15:37:17.266589,2025-10-15 15:37:17.266590
479,S***** Ribeiro,463.***.***-**,h*******@example.net,8296,1986-08-11,2025-10-15 15:37:17.266635,2025-10-15 15:37:17.266636
570,S*** Farias,326.***.***-**,l********@example.com,8823,1986-06-23,2025-10-15 15:37:17.266752,2025-10-15 15:37:17.266753
587,S** Emanuel Nunes,186.***.***-**,o*****@example.org,0634,1986-01-25,2025-10-15 15:37:17.266773,2025-10-15 15:37:17.266773
611,A** Liz Lima,376.***.***-**,k***********@example.net,3842,1986-12-26,2025-10-15 15:37:17.266804,2025-10-15 15:37:17.266804
694,A**** Aragão,495.***.***-**,v**********@example.org,7816,1986-07-26,2025-10-15 15:37:17.266908,2025-10-15 15:37:17.266909
762,J*** Pedro Cardoso,675.***.***-**,c***********@example.net,0209,1986-01-09,2025-10-15 15:37:17.266994,2025-10-15 15:37:17.266995
950,E**** Peixoto,752.***.***-**,s*******@example.org,8518,1986-02-25,2025-10-15 15:37:17.267231,2025-10-15 15:37:17.267232
983,H****** Lopes,498.***.***-**,o*****@example.net,1853,1986-09-06,2025-10-15 15:37:17.267273,2025-10-15 15:37:17.267274
1037,M***** Macedo,356.***.***-**,p**************@example.net,2651,1986-08-02,2025-10-15 15:37:17.267348,2025-10-15 15:37:17.267349
1062,S**** Bella Aparecida,510.***.***-**,s******@example.org,2508,1986-08-18,2025-10-15 15:37:17.267381,2025-10-15 15:37:17.267382
