id,nome,cpf,email,telefone,data_nascimento,created_on,updated_on
84,J*** Felipe Viana,173.***.***-**,n*****@example.org,4735,1989-09-26,2025-10-15 15:37:17.266103,2025-10-15 15:37:17.266103
127,L**** Monteiro,219.***.***-**,v**************@example.org,3121,1989-02-09,2025-10-15 15:37:17.266161,2025-10-15 15:37:17.266162
148,Y** Porto,345.***.***-**,b***********@example.com,9802,1989-12-15,2025-10-15 15:37:17.266189,2025-10-15 15:37:17.266190
179,A** Liz Mendes,264.***.***-**,e***********@example.com,7424,1989-01-17,2025-10-15 15:37:17.266231,2025-10-15 15:37:17.266231
285,O***** da Costa,035.***.***-**,m*************@example.net,6298,1989-07-31,2025-10-15 15:37:17.266386,2025-10-15 15:37:17.266386
311,Y*** da Cruz,540.***.***-**,y*******@example.net,1337,1989-01-10,2025-10-15 15:37:17.266420,2025-10-15 15:37:17.266420
355,R***** Silva,652.***.***-**,v**********@example.net,6138,1989-09-29,2025-10-15 15:37:17.266477,2025-10-15 15:37:17.266478
506,T***** Souza,159.***.***-**,d*******@example.org,0852,1989-04-15,2025-10-15 15:37:17.266668,2025-10-15 15:37:17.266671
535,A****** Gabriel Camargo,482.***.***-**,l*************@example.net,6068,1989-04-25,2025-10-15 15:37:17.266707,2025-10-15 15:37:17.266708
579,C***** Fernandes,017.***.***-**,a*********@example.net,2471,1989-12-10,2025-10-15 15:37:17.266763,2025-10-15 15:37:17.266763
640,M***** Silva,630.***.***-**,a*******@example.com,2264,1989-04-07,2025-10-15 15:37:17.266841,2025-10-15 15:37:17.266841
770,P**** Lucas Machado,796.***.***-**,g************@example.org,2261,1989-07-24,2025-10-15 15:37:17.267004,2025-10-15 15:37:17.267005
844,R**** Santos,071.***.***-**,m*************@example.org,3344,1989-03-21,2025-10-15 15:37:17.267096,2025-10-15 15:37:17.267096
916,C******* Rezende,901.***.***-**,g*************@example.net,8236,1989-10-16,2025-10-15 15:37:17.267188,2025-10-15 15:37:17.267188
955,S**** Sarah Novaes,671.***.***-**,d**********@example.net,6941,1989-12-10,2025-10-15 15:37:17.267237,2025-10-15 15:37:17.267238
1058,J**** da Rosa,089.***.***-**,d**********@example.net,1049,1989-11-15,2025-10-15 15:37:17.267374,2025-10-15 15:37:17.267375
1154,T******* Ferreira,945.***.***-**,r********@example.com,3543,1989-02-11,2025-10-15 15:37:17.267501,2025-10-15 15:37:17.267502
1216,B**** Melo,309.***.***-**,m********@example.org,4921,1989-01-09,2025-10-15 15:37:17.267580,2025-10-15 15:37:17.267581
1321,E***** Castro,568.***.***-**,g*********@example.com,2724,1989-10-23,2025-10-15 15:37:17.267730,2025-10-15 15:37:17.267731
1327,A** Júlia Sampaio,328.***.***-**,b*******@example.com,9526,1989-11-29,2025-10-15 15:37:17.267738,2025-10-15 15:37:17.267738
1336,R*** Rezende,382.***.***-**,l********@example.net,9270,1989-12-01,2025-10-15 15:37:17.267749,2025-10-15 15:37:17.267749
1388,M****** Pastor,725.***.***-**,v***********@example.net,4770,1989-11-09,2025-10-15 15:37:17.267813,2025-10-15 15:37:17.267814
1407,S**** Ana Silveira,846.***.***-**,a*************@example.org,7843,1989-09-01,2025-10-15 15:37:17.267838,2025-10-15 15:37:17.267839
1477,A** Julia Castro,860.***.***-**,g*******@example.com,9071,1989-04-14,2025-10-15 15:37:17.267925,2025-10-15 15:37:17.267926
1480,L*** Fernando Melo,520.***.***-**,o**********@example.com,1292,1989-02-06,2025-10-15 15:37:17.267929,2025-10-15 15:37:17.267929
1627,M***** Andrade,846.***.***-**,h***********@example.net,9917,1989-09-06,2025-10-15 15:37:17.268116,2025-10-15 15:37:17.268116
1734,R*** Aragão,054.***.***-**,f******@example.org,4245,1989-11-21,2025-10-15 15:37:17.268253,2025-10-15 15:37:17.268254
1807,I*** da Costa,318.***.***-**,c************@example.net,2403,1989-12-01,2025-10-15 15:37:17.268356,2025-10-15 15:37:17.268356
1859,V******* Garcia,561.***.***-**,g************@example.com,0440,1989-03-01,2025-10-15 15:37:17.268423,2025-10-15 15:37:17.268424
1924,Y*** Rodrigues,503.***.***-**,b************@example.com,4520,1989-05-28,2025-10-15 15:37:17.268507,2025-10-15 15:37:17.268508
2040,S*** Maria Sophia Pastor,840.***.***-**,m********@example.net,3319,1989-01-03,2025-10-15 15:37:17.268654,2025-10-15 15:37:17.268655
2103,S*** Maya Pimenta,481.***.***-**,l******@example.net,9656,1989-04-08,2025-10-15 15:37:17.268733,2025-10-15 15:37:17.268733
2364,S***** Cassiano,402.***.***-**,c***********@example.org,4607,1989-09-15,2025-10-15 15:37:17.269064,2025-10-15 15:37:17.269065
2410,L*** Gustavo Machado,089.***.***-**,n********@example.org,5766,1989-09-30,2025-10-15 15:37:17.269124,2025-10-15 15:37:17.269124
2450,M****** Santos,865.***.***-**,v********@example.net,0826,1989-07-09,2025-10-15 15:37:17.269176,2025-10-15 15:37:17.269176
2466,G******** Campos,564.***.***-**,m***************@example.com,6332,1989-06-27,2025-10-15 15:37:17.269198,2025-10-15 15:37:17.269199
2469,C****** Montenegro,903.***.***-**,i*************@example.net,1862,1989-09-30,2025-10-15 15:37:17.269202,2025-10-15 15:37:17.269202
2577,M**** Fernanda Andrade,025.***.***-**,v**********@example.org,3893,1989-08-18,2025-10-15 15:37:17.269344,2025-10-15 15:37:17.269344
2663,E***** Jesus,014.***.***-**,c********@example.org,4808,1989-08-14,2025-10-15 15:37:17.269455,2025-10-15 15:37:17.269455
2692,D***** Gomes,675.***.***-**,f*******@example.com,6947,1989-10-31,2025-10-15 15:37:17.269493,2025-10-15 15:37:17.269494
2772,V******* Aragão,546.***.***-**,b*******@example.org,6845,1989-09-23,2025-10-15 15:37:17.269594,2025-10-15 15:37:17.269595
2881,L**** Camargo,936.***.***-**,l*********@example.org,5871,1989-04-10,2025-10-15 15:37:17.269746,2025-10-15 15:37:17.269747
2902,S*** Antonella Cavalcante,345.***.***-**,v*******@example.net,1491,1989-05-20,2025-10-15 15:37:17.269774,2025-10-15 15:37:17.269775
2962,A******** da Mata,576.***.***-**,e*********@example.org,2056,1989-10-11,2025-10-15 15:37:17.269850,2025-10-15 15:37:17.269851
3020,C***** Azevedo,540.***.***-**,f****************@example.com,0354,1989-10-03,2025-10-15 15:37:17.269934,2025-10-15 15:37:17.269934
3080,M**** Clara Porto,019.***.***-**,b************@example.com,3025,1989-07-22,2025-10-15 15:37:17.270018,2025-10-15 15:37:17.270018
3085,A******** Moreira,837.***.***-**,p**************@example.com,6495,1989-07-13,2025-10-15 15:37:17.270024,2025-10-15 15:37:17.270025
3148,E**** Melo,093.***.***-**,i*********@example.com,6458,1989-10-11,2025-10-15 15:37:17.270105,2025-10-15 15:37:17.270106
3161,T*** da Costa,247.***.***-**,d***********@example.net,6013,1989-08-05,2025-10-15 15:37:17.270121,2025-10-15 15:37:17.270121
3497,S**** Ágatha Lima,467.***.***-**,r*********@example.com,9464,1989-06-18,2025-10-15 15:37:17.270556,2025-10-15 15:37:17.270557
3509,B**** Andrade,971.***.***-**,l********@example.org,0669,1989-06-26,2025-10-15 15:37:17.270571,2025-10-15 15:37:17.270572
3566,F******** Cassiano,309.***.***-**,h********@example.net,0085,1989-07-11,2025-10-15 15:37:17.270642,2025-10-15 15:37:17.270644
3580,A** Júlia Cirino,073.***.***-**,c**********@example.com,3360,1989-03-20,2025-10-15 15:37:17.270661,2025-10-15 15:37:17.270662
3704,J**** Pimenta,269.***.***-**,l********@example.net,5540,1989-12-16,2025-10-15 15:37:17.270822,2025-10-15 15:37:17.270822
4004,D***** Monteiro,936.***.***-**,l******@example.net,0883,1989-12-31,2025-10-15 15:37:17.271203,2025-10-15 15:37:17.271204
4029,A** Vitória Mendonça,219.***.***-**,m***************@example.com,9446,1989-08-09,2025-10-15 15:37:17.271234,2025-10-15 15:37:17.271234
4105,M**** Moraes,925.***.***-**,c*********@example.org,7220,1989-02-09,2025-10-15 15:37:17.271337,2025-10-15 15:37:17.271337
4156,D** Leonardo Carvalho,597.***.***-**,p**********@example.net,3847,1989-02-16,2025-10-15 15:37:17.271403,2025-10-15 15:37:17.271403
4175,J**** Porto,652.***.***-**,r*******@example.net,8389,1989-11-12,2025-10-15 15:37:17.271436,2025-10-15 15:37:17.271437
4292,S** Vitor Gabriel Teixeira,721.***.***-**,g*************@example.com,0511,1989-10-08,2025-10-15 15:37:17.271594,2025-10-15 15:37:17.271594
4297,L*** Miguel Câmara,510.***.***-**,s*******************@example.org,3534,1989-06-13,2025-10-15 15:37:17.271600,2025-10-15 15:37:17.271601
4298,A***** Miguel Leão,734.***.***-**,g************@example.net,2723,1989-12-26,2025-10-15 15:37:17.271601,2025-10-15 15:37:17.271602
4428,A** Laura Cassiano,275.***.***-**,j**********@example.org,9572,1989-03-10,2025-10-15 15:37:17.271769,2025-10-15 15:37:17.271770
4617,S*** Maria Vitória Aparecida,915.***.***-**,h*************@example.org,6359,1989-10-14,2025-10-15 15:37:17.272011,2025-10-15 15:37:17.272011
4686,Y*** Montenegro,914.***.***-**,a************@example.com,9330,1989-10-18,2025-10-15 15:37:17.272098,2025-10-15 15:37:17.272099
4716,V****** Monteiro,032.***.***-**,g******@example.net,0073,1989-07-22,2025-10-15 15:37:17.272137,2025-10-15 15:37:17.272137
4725,L***** Aragão,657.***.***-**,e*********@example.org,5477,1989-12-17,2025-10-15 15:37:17.272148,2025-10-15 15:37:17.272148
4767,L** Rezende,325.***.***-**,m********@example.com,9237,1989-11-14,2025-10-15 15:37:17.272201,2025-10-15 15:37:17.272201
4771,D****** Vasconcelos,520.***.***-**,p********@example.com,5436,1989-06-04,2025-10-15 15:37:17.272206,2025-10-15 15:37:17.272206
4807,S** Luigi Cunha,326.***.***-**,m**********@example.net,4909,1989-09-28,2025-10-15 15:37:17.272251,2025-10-15 15:37:17.272252
4922,S*** Alexia Cavalcante,492.***.***-**,c**********@example.org,7259,1989-04-15,2025-10-15 15:37:17.272411,2025-10-15 15:37:17.272412
4980,J*** Guilherme Almeida,256.***.***-**,m**************@example.net,6856,1989-12-12,2025-10-15 15:37:17.272496,2025-10-15 15:37:17.272497
5176,E**** Nascimento,281.***.***-**,d*********@example.com,8258,1989-09-20,2025-10-15 15:37:17.272786,2025-10-15 15:37:17.272787
5238,M**** Alice Carvalho,435.***.***-**,s******@example.net,6841,1989-05-28,2025-10-15 15:37:17.272868,2025-10-15 15:37:17.272869
5307,A****** Nogueira,139.***.***-**,l***********@example.com,0769,1989-02-28,2025-10-15 15:37:17.272974,2025-10-15 15:37:17.272975
5377,L*** Miguel Dias,972.***.***-**,d***********@example.com,4309,1989-11-19,2025-10-15 15:37:17.273066,2025-10-15 15:37:17.273067
5440,B******* Pimenta,102.***.***-**,b**********@example.net,7122,1989-06-02,2025-10-15 15:37:17.273150,2025-10-15 15:37:17.273150
5485,L*** Miguel Souza,325.***.***-**,i********@example.com,3296,1989-10-17,2025-10-15 15:37:17.273208,2025-10-15 15:37:17.273209
5699,S** Luan Moreira,937.***.***-**,a**********@example.org,0387,1989-10-06,2025-10-15 15:37:17.273498,2025-10-15 15:37:17.273498
5735,L****** Camargo,706.***.***-**,g**********************@example.com,7366,1989-09-05,2025-10-15 15:37:17.273545,2025-10-15 15:37:17.273545
5762,H****** Silva,598.***.***-**,l*****@example.com,9348,1989-10-13,2025-10-15 15:37:17.273578,2025-10-15 15:37:17.273579
5858,L*** Santos,619.***.***-**,l*******@example.org,6519,1989-01-19,2025-10-15 15:37:17.273703,2025-10-15 15:37:17.273703
5876,G*** Henrique Sá,590.***.***-**,s***********@example.net,4424,1989-09-12,2025-10-15 15:37:17.273727,2025-10-15 15:37:17.273728
6152,E***** Vieira,250.***.***-**,d********@example.org,3507,1989-04-11,2025-10-15 15:37:17.274084,2025-10-15 15:37:17.274084
6192,D*** Miguel Pires,297.***.***-**,n*******@example.com,8821,1989-08-28,2025-10-15 15:37:17.274136,2025-10-15 15:37:17.274137
6273,P**** Henrique da Cruz,251.***.***-**,m*************@example.net,2694,1989-01-11,2025-10-15 15:37:17.274245,2025-10-15 15:37:17.274246
6299,O*** Sousa,593.***.***-**,l****@example.com,5426,1989-10-22,2025-10-15 15:37:17.274285,2025-10-15 15:37:17.274286
6349,A**** Gomes,746.***.***-**,l*****@example.com,2487,1989-12-23,2025-10-15 15:37:17.274352,2025-10-15 15:37:17.274353
6357,A*** Liz da Conceição,581.***.***-**,v********@example.net,3138,1989-08-21,2025-10-15 15:37:17.274362,2025-10-15 15:37:17.274363
6403,D*** Martins,096.***.***-**,g*****@example.org,7855,1989-07-13,2025-10-15 15:37:17.274423,2025-10-15 15:37:17.274424
6437,J*** Felipe Vasconcelos,746.***.***-**,w***********@example.com,2376,1989-07-19,2025-10-15 15:37:17.274469,2025-10-15 15:37:17.274470
6652,L*** da Cunha,796.***.***-**,m****************@example.net,5803,1989-07-22,2025-10-15 15:37:17.274752,2025-10-15 15:37:17.274752
6893,H****** Guerra,278.***.***-**,m*****@example.org,5533,1989-03-28,2025-10-15 15:37:17.275071,2025-10-15 15:37:17.275071
6896,G******* Lopes,853.***.***-**,g****************@example.org,0292,1989-06-21,2025-10-15 15:37:17.275074,2025-10-15 15:37:17.275075
6925,S***** da Conceição,697.***.***-**,p*******@example.org,2077,1989-11-30,2025-10-15 15:37:17.275113,2025-10-15 15:37:17.275114
6943,B****** Novais,618.***.***-**,b******@example.org,7474,1989-04-19,2025-10-15 15:37:17.275136,2025-10-15 15:37:17.275137
7160,R***** Rios,369.***.***-**,e******@example.org,4297,1989-09-21,2025-10-15 15:37:17.275429,2025-10-15 15:37:17.275430
7201,S***** Pereira,398.***.***-**,j*******@example.com,5109,1989-02-13,2025-10-15 15:37:17.275485,2025-10-15 15:37:17.275485
7279,D** Danilo Sampaio,534.***.***-**,i****@example.com,7324,1989-04-17,2025-10-15 15:37:17.275587,2025-10-15 15:37:17.275588
7377,H***** Ribeiro,521.***.***-**,n*****@example.net,7941,1989-08-16,2025-10-15 15:37:17.275713,2025-10-15 15:37:17.275713
7389,C****** Cardoso,721.***.***-**,d*******@example.org,1412,1989-11-18,2025-10-15 15:37:17.275727,2025-10-15 15:37:17.275728
7406,L*** Fernando Albuquerque,493.***.***-**,a**********@example.com,4748,1989-09-27,2025-10-15 15:37:17.275751,2025-10-15 15:37:17.275752
7524,F******* Brito,271.***.***-**,a***************@example.net,6336,1989-04-19,2025-10-15 15:37:17.275909,2025-10-15 15:37:17.275909
7538,D*** Mariana Dias,503.***.***-**,c********@example.com,6196,1989-10-20,2025-10-15 15:37:17.275927,2025-10-15 15:37:17.275928
7706,L**** Vargas,380.***.***-**,n********@example.org,6601,1989-09-06,2025-10-15 15:37:17.276148,2025-10-15 15:37:17.276148
7805,K**** Novaes,805.***.***-**,r*******@example.com,5228,1989-12-27,2025-10-15 15:37:17.276280,2025-10-15 15:37:17.276281
7888,R**** Duarte,975.***.***-**,k*******@example.com,2550,1989-07-09,2025-10-15 15:37:17.276393,2025-10-15 15:37:17.276394
7966,A*** Nogueira,014.***.***-**,d*************@example.net,6921,1989-07-26,2025-10-15 15:37:17.276500,2025-10-15 15:37:17.276501
7993,O***** Rezende,786.***.***-**,d*****************@example.com,8869,1989-09-30,2025-10-15 15:37:17.276535,2025-10-15 15:37:17.276536
8004,B**** da Cunha,264.***.***-**,j***********@example.org,1214,1989-05-07,2025-10-15 15:37:17.276548,2025-10-15 15:37:17.276549
8107,J**** Fernandes,105.***.***-**,b************@example.net,4570,1989-02-11,2025-10-15 15:37:17.276678,2025-10-15 15:37:17.276679
8127,M**** Fernanda Nunes,039.***.***-**,j***********@example.net,7981,1989-05-17,2025-10-15 15:37:17.276707,2025-10-15 15:37:17.276708
8271,D*** Lucca Andrade,015.***.***-**,c***********@example.org,5217,1989-03-19,2025-10-15 15:37:17.276890,2025-10-15 15:37:17.276891
8567,G****** Novaes,923.***.***-**,p***************@example.net,9149,1989-02-14,2025-10-15 15:37:17.277269,2025-10-15 15:37:17.277270
8590,M****** Moreira,349.***.***-**,z*********@example.com,4124,1989-09-16,2025-10-15 15:37:17.277305,2025-10-15 15:37:17.277306
8660,M**** Isis da Costa,527.***.***-**,a**************@example.net,7821,1989-06-11,2025-10-15 15:37:17.277396,2025-10-15 15:37:17.277397
8685,A***** Rios,140.***.***-**,c*********@example.org,1558,1989-01-25,2025-10-15 15:37:17.277430,2025-10-15 15:37:17.277431
8690,H***** Carvalho,319.***.***-**,c***********@example.com,5128,1989-03-01,2025-10-15 15:37:17.277436,2025-10-15 15:37:17.277437
8707,E***** Pimenta,451.***.***-**,c*****@example.org,1864,1989-05-08,2025-10-15 15:37:17.277457,2025-10-15 15:37:17.277457
8830,D** Dom Ribeiro,489.***.***-**,s*******@example.com,8993,1989-07-04,2025-10-15 15:37:17.277617,2025-10-15 15:37:17.277617
8848,S** João Vitor Garcia,859.***.***-**,m********@example.com,6679,1989-05-13,2025-10-15 15:37:17.277641,2025-10-15 15:37:17.277641
8862,S**** da Cruz,847.***.***-**,r*****@example.com,9305,1989-06-10,2025-10-15 15:37:17.277658,2025-10-15 15:37:17.277658
8911,J**** Rezende,579.***.***-**,h**************@example.com,3900,1989-10-10,2025-10-15 15:37:17.277719,2025-10-15 15:37:17.277720
9182,A**** Ferreira,341.***.***-**,b****************@example.net,4106,1989-04-10,2025-10-15 15:37:17.278064,2025-10-15 15:37:17.278065
9190,H**** Gabriel Melo,256.***.***-**,c*********@example.com,4708,1989-05-12,2025-10-15 15:37:17.278074,2025-10-15 15:37:17.278074
9208,B**** Cavalcante,032.***.***-**,d******@example.org,0551,1989-07-14,2025-10-15 15:37:17.278095,2025-10-15 15:37:17.278096
9229,S*** Clarice Garcia,675.***.***-**,m*****@example.net,8476,1989-09-04,2025-10-15 15:37:17.278123,2025-10-15 15:37:17.278123
9255,B**** Moreira,576.***.***-**,u********@example.org,1306,1989-02-28,2025-10-15 15:37:17.278154,2025-10-15 15:37:17.278155
9327,E****** Nogueira,409.***.***-**,c***********@example.com,0025,1989-04-26,2025-10-15 15:37:17.278246,2025-10-15 15:37:17.278246
9328,Z** Lima,315.***.***-**,p****************@example.org,4636,1989-11-23,2025-10-15 15:37:17.278247,2025-10-15 15:37:17.278248
9441,S***** Araújo,956.***.***-**,t*******@example.net,9701,1989-01-23,2025-10-15 15:37:17.278401,2025-10-15 15:37:17.278402
9484,M**** Helena Dias,718.***.***-**,a*******@example.org,8019,1989-12-02,2025-10-15 15:37:17.278455,2025-10-15 15:37:17.278456
9499,A****** Cunha,617.***.***-**,k**********@example.net,2687,1989-06-14,2025-10-15 15:37:17.278474,2025-10-15 15:37:17.278474
9508,C***** Lopes,657.***.***-**,r*****@example.com,4623,1989-12-01,2025-10-15 15:37:17.278484,2025-10-15 15:37:17.278485
9553,D**** Cirino,207.***.***-**,j*****************@example.net,2942,1989-07-17,2025-10-15 15:37:17.278541,2025-10-15 15:37:17.278542
9573,D***** Rocha,379.***.***-**,n**********@example.com,5136,1989-12-28,2025-10-15 15:37:17.278568,2025-10-15 15:37:17.278568
9631,D*** Dias,307.***.***-**,c*****@example.net,2285,1989-03-31,2025-10-15 15:37:17.278640,2025-10-15 15:37:17.278641
9660,D*** Miguel Pires,752.***.***-**,a******@example.net,7078,1989-08-04,2025-10-15 15:37:17.278678,2025-10-15 15:37:17.278678
9733,B**** Melo,502.***.***-**,f*******************@example.org,9700,1989-05-13,2025-10-15 15:37:17.278770,2025-10-15 15:37:17.278771
9807,V******* Sampaio,269.***.***-**,m*********@example.net,1549,1989-12-22,2025-10-15 15:37:17.278863,2025-10-15 15:37:17.278863
9812,L****** Rezende,894.***.***-**,m****************@example.com,4094,1989-04-04,2025-10-15 15:37:17.278869,2025-10-15 15:37:17.278869
9926,A***** Correia,820.***.***-**,h********@example.net,0796,1989-08-17,2025-10-15 15:37:17.279018,2025-10-15 15:37:17.279019
9930,G****** Henrique Santos,589.***.***-**,e***********@example.org,1486,1989-07-11,2025-10-15 15:37:17.279023,2025-10-15 15:37:17.279023
9967,D*** Ana Sophia Mendonça,460.***.***-**,s**************@example.com,5662,1989-05-18,2025-10-15 15:37:17.279070,2025-10-15 15:37:17.279070
9971,E*** Carvalho,401.***.***-**,l************@example.net,1518,1989-06-07,2025-10-15 15:37:17.279075,2025-10-15 15:37:17.279075
10035,M**** Julia Novaes,304.***.***-**,a***************@example.com,5260,1989-11-19,2025-10-15 15:37:17.279158,2025-10-15 15:37:17.279158
10039,C****** Ribeiro,204.***.***-**,p**********@example.net,2126,1989-04-12,2025-10-15 15:37:17.279163,2025-10-15 15:37:17.279163
10043,A**** da Paz,031.***.***-**,m*******@example.org,0814,1989-04-19,2025-10-15 15:37:17.279168,2025-10-15 15:37:17.279168
10061,V******* da Luz,539.***.***-**,c**************@example.net,1589,1989-06-17,2025-10-15 15:37:17.279190,2025-10-15 15:37:17.279191
10114,D*** Cecília Almeida,980.***.***-**,c***********@example.net,5553,1989-04-24,2025-10-15 15:37:17.279259,2025-10-15 15:37:17.279259
10173,M**** Fernanda Martins,165.***.***-**,k********@example.com,5161,1989-03-28,2025-10-15 15:37:17.279342,2025-10-15 15:37:17.279342
10370,M**** Flor Rodrigues,650.***.***-**,t*******@example.com,4413,1989-04-05,2025-10-15 15:37:17.279598,2025-10-15 15:37:17.279599
10393,D** Breno Duarte,470.***.***-**,m************@example.org,3325,1989-03-10,2025-10-15 15:37:17.279626,2025-10-15 15:37:17.279627
10463,D** Vitor Gabriel Araújo,136.***.***-**,n********@example.net,8406,1989-02-15,2025-10-15 15:37:17.279716,2025-10-15 15:37:17.279717
10485,L** Martins,371.***.***-**,c**************@example.com,2343,1989-12-18,2025-10-15 15:37:17.279743,2025-10-15 15:37:17.279744
10561,E*** Gabriel Garcia,418.***.***-**,b************@example.net,9294,1989-09-18,2025-10-15 15:37:17.279841,2025-10-15 15:37:17.279842
10565,F******** Rios,078.***.***-**,m*************@example.net,3016,1989-02-16,2025-10-15 15:37:17.279846,2025-10-15 15:37:17.279847
